Review	Spam
Thoughtful, contemporary fiction: Excellent novel about cultural/generational borderlands and the search for personal identity. Tells the story of three marginalised young outcasts who forge a strong bond of friendhip that helps see them through various life dramas. Teo is a highly intelligent writer who makes you care about her characters, she is also excellent at evoking the flavour of various cultures in her writing. A thought provoking tale of borders, boundaries and coming of age in the cultural melting pot of contemporary Australia, told with plenty of wit and heart.	0
SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)	1
A Waste of Time: This book is not well written and leaves nothing to the imagination. If I hadn't bought it in hard cover and spent the money I would not even have finished reading it.	0
You are a winner U have been specially selected 2 receive �1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810	1
The best book on Economics...: ...I have ever read.Excellent read for the layperson. Most relevant to our current economic crisis in America. Every politician should be required to read this book. In fact, every classroom teacher should read it, as well. Explains the mess our government has created and why its continued destructive policies are leading our country to assured economic collapse. Policies based entirely on fallacies!!	0
Disturbing: Although the images are very well rendered, they arefrightening. I am baffled about the impression this book is supposedto leave on children. This book may be picked up on the thought that it is a retold fairy tale, when it is an abstract and grim retelling of the horrors of WWII in Berlin. The most horrifying image is that of Major Kreig's big black gloves enveloping the body of the little boy. This book is NOT appropriate for younger readers. I can see how this book might be valuable for an alternative look at the war for middle schoolers or higher.	0
Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records.	1
Loan for any purpose �500 - �75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'	1
Excellent book, very poor e-book editing: Yet another example of an superb book done a serious disservice by e-book publishers.Multiple spelling errors, improperly placed figures & captions, whole sections of the book written in CAPS for some reason.If you are looking for an excellent reference on traditional timber framing, look no further, but please pick up the print version instead of the e-book.	0
Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed �1000 cash or �5000 prize!	1
Stupid....: Honestly if you don want to hear a lot of swearing you wont like this. Let alone the story line was ridiculous. Wouldn't recommend!	0
great gift: my brother in law was thrilled with the clarity and instructional commentswill be looking for more titles by her	0
Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p	1
URGENT! We are trying to contact U Todays draw shows that you have won a �800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm	1
85233 FREE>Ringtone!Reply REAL	1
sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p 	1
URGENT! Your Mobile number has been awarded with a �2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm	1
Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow	1
Thick, dry and packed full of somewhat useful information: To read this book you need to be fully awake and have full concentration. This is not the type of book to bring to the beach. Though Richard Hofstadter makes a convincing case of what colonial times were like and he obviously was a scholar, he writes very monotonously. if not thouroughly interested in american history at 1750 i would not recommend this book. otherwise, if you are a history-fanatic, this book gives a wide range of perspectives and fully covers the history of the time.	0
glider: the glider got here much sooner than I thought, it arrived in great shape and all the pieces were there. I put it together by myself even if the kept saying 2 people. It was not hard and directions were simple.. It's really nice	0
lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468	1
Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180	1
Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Calls�1/minmoremobsEMSPOBox45PO139WA	1
California Exotics Waterproof Delights Blue Ballsy: The California Exotics Waterproof Delights Blue Ballsy,is to spice up the relationship and it worked since the beginning,my other half likes it.	0
We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150	1
Review of Pillow: This was a joke. I am sending the pillow back. Does not come close to what was advertised. I believe the cardboard box that it arrived in would have been softer under my head. I am giving it one star just so I can post this. I only wish the stars could go negative.	0
09066362231 URGENT! Your mobile No 07xxxxxxxxx won a �2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!	1
todays vodafone numbers ending with 0089(my last four digits) are selected to received a �350 award. If your number matches please call 09063442151 to claim your �350 award	1
A Taste of Italy: Longing for vicarious travel? Imagining your college days, interrupted by an Italian adventure ... which turns into one of the romantic kind? And full of the silly things that come with youth, attraction and confusion? I just wanted to add my two-cents on this item, which I found, despite brief lapses in credibility, and hoppingly gullible moments, sufficiently engaging to remind me of my love of Rome. And now I have an even greater appreciation for the breadth and depth of Italian culture and character, and the wonders of eating their special dishes. Fun and satisfying.	0
